Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,league
25/02/2023,20:00,Montpellier,Lens,1,1,D,8,19,3,6,12,13,4,6,0,3,0,0,Ligue1
26/02/2023,12:00,Lorient,Auxerre,0,1,A,18,9,4,1,12,21,10,0,2,3,0,0,Ligue1
26/02/2023,14:00,Ajaccio,Troyes,2,1,H,14,11,6,5,8,15,6,3,2,2,0,1,Ligue1
26/02/2023,14:00,Clermont,Strasbourg,1,1,D,11,12,4,6,17,25,7,2,1,4,0,0,Ligue1
26/02/2023,14:00,Nantes,Rennes,0,1,A,20,11,7,3,8,12,12,4,2,2,0,0,Ligue1
26/02/2023,14:00,Reims,Toulouse,3,0,H,18,13,6,6,12,14,4,2,0,0,0,0,Ligue1
26/02/2023,16:05,Monaco,Nice,0,3,A,15,12,4,7,8,12,5,3,0,1,0,0,Ligue1
26/02/2023,19:45,Marseille,Paris SG,0,3,A,19,12,6,7,20,14,7,4,0,0,0,0,Ligue1
03/03/2023,20:00,Nice,Auxerre,1,1,D,17,3,5,1,10,12,8,0,0,1,0,0,Ligue1
04/03/2023,16:00,Lens,Lille,1,1,D,10,11,1,6,18,14,10,3,2,4,0,0,Ligue1
04/03/2023,20:00,Paris SG,Nantes,4,2,H,17,8,11,5,7,8,4,6,0,2,0,0,Ligue1
05/03/2023,12:00,Troyes,Monaco,2,2,D,13,17,6,4,8,8,3,4,0,1,0,0,Ligue1
05/03/2023,14:00,Montpellier,Angers,5,0,H,15,10,8,4,10,18,6,5,1,4,0,1,Ligue1
05/03/2023,14:00,Reims,Ajaccio,1,0,H,12,5,3,1,19,21,2,1,3,3,0,0,Ligue1
05/03/2023,14:00,Strasbourg,Brest,0,1,A,17,8,4,1,14,17,9,2,2,1,0,0,Ligue1
05/03/2023,14:00,Toulouse,Clermont,0,1,A,9,12,0,3,20,4,4,5,4,1,0,0,Ligue1
05/03/2023,16:05,Lyon,Lorient,0,0,D,17,11,5,1,19,6,6,5,1,0,0,0,Ligue1
05/03/2023,19:45,Rennes,Marseille,0,1,A,13,11,2,4,10,10,4,3,1,1,0,0,Ligue1
10/03/2023,20:00,Lille,Lyon,3,3,D,8,6,6,5,20,19,4,0,5,4,0,0,Ligue1
11/03/2023,16:00,Auxerre,Rennes,0,0,D,12,7,0,2,14,11,8,0,2,2,0,0,Ligue1
11/03/2023,20:00,Brest,Paris SG,1,2,A,7,17,2,8,6,12,6,3,1,1,0,0,Ligue1
12/03/2023,12:00,Clermont,Lens,0,4,A,9,13,6,6,13,13,6,4,1,2,0,0,Ligue1
12/03/2023,14:00,Ajaccio,Montpellier,0,1,A,7,12,1,4,13,18,1,3,2,2,0,0,Ligue1
12/03/2023,14:00,Angers,Toulouse,0,2,A,13,8,2,5,8,11,6,8,0,1,0,0,Ligue1
12/03/2023,14:00,Lorient,Troyes,2,0,H,16,9,6,2,11,10,1,4,0,2,0,0,Ligue1
12/03/2023,14:00,Nantes,Nice,2,2,D,10,16,3,8,9,11,1,10,1,1,0,0,Ligue1
12/03/2023,16:05,Monaco,Reims,0,1,A,14,17,3,8,9,14,3,3,1,2,0,0,Ligue1
12/03/2023,19:45,Marseille,Strasbourg,2,2,D,7,24,4,9,6,15,1,8,0,4,1,0,Ligue1
17/03/2023,20:00,Lyon,Nantes,1,1,D,11,11,6,5,13,7,5,2,0,1,0,0,Ligue1
18/03/2023,16:00,Toulouse,Lille,0,2,A,16,18,4,5,12,2,12,8,2,0,0,0,Ligue1
18/03/2023,20:00,Lens,Angers,3,0,H,12,3,6,1,7,15,4,4,0,0,0,0,Ligue1
19/03/2023,12:00,Ajaccio,Monaco,0,2,A,10,8,1,4,20,13,1,4,2,1,1,0,Ligue1
19/03/2023,14:00,Montpellier,Clermont,2,1,H,23,16,9,8,15,15,11,4,3,1,1,0,Ligue1
19/03/2023,14:00,Nice,Lorient,1,1,D,16,9,1,3,13,10,10,2,0,2,0,1,Ligue1
19/03/2023,14:00,Strasbourg,Auxerre,2,0,H,13,8,6,1,14,11,5,4,2,1,0,0,Ligue1
19/03/2023,14:00,Troyes,Brest,2,2,D,15,9,5,2,12,10,7,4,1,1,0,0,Ligue1
19/03/2023,16:05,Paris SG,Rennes,0,2,A,17,10,8,3,11,12,6,3,1,1,0,0,Ligue1
19/03/2023,19:45,Reims,Marseille,1,2,A,19,12,6,5,13,11,6,5,2,3,0,0,Ligue1
31/03/2023,20:00,Marseille,Montpellier,1,1,D,13,9,2,3,15,9,1,3,2,2,0,0,Ligue1
01/04/2023,16:00,Auxerre,Troyes,1,0,H,13,14,5,2,7,15,4,5,0,0,0,0,Ligue1
01/04/2023,20:00,Rennes,Lens,0,1,A,10,12,3,4,13,11,5,5,2,2,0,0,Ligue1
02/04/2023,12:00,Lille,Lorient,3,1,H,20,2,7,1,14,9,5,1,3,3,0,1,Ligue1
02/04/2023,14:00,Angers,Nice,1,1,D,13,12,6,3,8,11,5,2,1,1,0,0,Ligue1
02/04/2023,14:00,Brest,Toulouse,3,1,H,17,8,7,3,16,12,4,2,2,5,0,1,Ligue1
02/04/2023,14:00,Clermont,Ajaccio,2,1,H,14,3,6,2,15,22,5,1,2,5,0,1,Ligue1
02/04/2023,14:00,Nantes,Reims,0,3,A,12,14,6,9,10,13,3,4,1,2,0,0,Ligue1
02/04/2023,16:05,Monaco,Strasbourg,4,3,H,9,13,7,6,15,17,3,3,3,1,1,0,Ligue1
02/04/2023,19:45,Paris SG,Lyon,0,1,A,16,10,5,3,10,16,7,1,3,3,0,0,Ligue1
07/04/2023,20:00,Lens,Strasbourg,2,1,H,13,13,9,3,19,19,5,1,1,5,0,1,Ligue1
08/04/2023,16:00,Angers,Lille,1,0,H,7,15,5,5,18,18,3,6,2,3,0,0,Ligue1
08/04/2023,20:00,Nice,Paris SG,0,2,A,21,13,7,4,8,2,10,5,1,0,0,0,Ligue1
09/04/2023,12:00,Lyon,Rennes,3,1,H,11,11,3,3,14,17,7,2,2,2,0,0,Ligue1
09/04/2023,14:00,Ajaccio,Auxerre,0,3,A,9,11,2,4,13,15,7,5,1,3,0,0,Ligue1
09/04/2023,14:00,Montpellier,Toulouse,1,2,A,16,15,8,8,16,19,4,3,0,2,0,0,Ligue1
09/04/2023,14:00,Reims,Brest,1,1,D,22,12,7,5,9,13,6,3,0,1,0,0,Ligue1
09/04/2023,14:00,Troyes,Clermont,0,2,A,9,12,3,4,18,9,3,2,3,2,0,0,Ligue1
09/04/2023,16:05,Nantes,Monaco,2,2,D,9,16,2,10,13,11,6,8,3,1,0,0,Ligue1
09/04/2023,19:45,Lorient,Marseille,0,0,D,9,13,5,2,10,18,3,6,0,2,0,0,Ligue1
14/04/2023,20:00,Toulouse,Lyon,1,2,A,13,14,6,3,14,10,8,5,1,4,0,0,Ligue1
15/04/2023,16:00,Rennes,Reims,3,0,H,23,5,8,1,12,14,6,4,1,2,0,0,Ligue1
15/04/2023,20:00,Paris SG,Lens,3,1,H,15,14,7,7,12,8,3,10,0,0,0,1,Ligue1
16/04/2023,12:00,Lille,Montpellier,2,1,H,17,4,7,1,15,19,8,4,1,3,0,0,Ligue1
16/04/2023,14:00,Auxerre,Nantes,2,1,H,13,17,7,7,14,8,3,6,2,2,0,0,Ligue1
16/04/2023,14:00,Brest,Nice,1,0,H,14,12,3,6,15,14,3,5,1,3,0,0,Ligue1
16/04/2023,14:00,Clermont,Angers,2,1,H,12,7,5,4,12,15,6,6,1,3,2,0,Ligue1
16/04/2023,14:00,Strasbourg,Ajaccio,3,1,H,12,8,6,1,14,19,5,0,2,5,0,0,Ligue1
16/04/2023,16:05,Monaco,Lorient,3,1,H,11,7,7,4,18,10,5,3,0,1,0,0,Ligue1
16/04/2023,19:45,Marseille,Troyes,3,1,H,28,4,6,2,13,8,8,1,0,2,0,0,Ligue1
21/04/2023,20:00,Angers,Paris SG,1,2,A,16,10,4,4,6,8,5,8,0,0,0,0,Ligue1
22/04/2023,16:00,Auxerre,Lille,1,1,D,8,14,4,6,12,12,4,4,0,1,0,0,Ligue1
22/04/2023,20:00,Lens,Monaco,3,0,H,21,11,8,4,8,14,2,4,0,2,0,0,Ligue1
23/04/2023,12:00,Reims,Strasbourg,0,2,A,15,9,5,3,11,12,6,4,2,1,0,0,Ligue1
23/04/2023,14:00,Ajaccio,Brest,0,0,D,3,10,2,2,11,20,4,4,2,2,1,0,Ligue1
23/04/2023,14:00,Lorient,Toulouse,0,1,A,9,13,1,4,13,12,2,7,3,2,0,0,Ligue1
23/04/2023,14:00,Nantes,Troyes,2,2,D,19,9,9,4,12,10,13,4,1,0,0,0,Ligue1
23/04/2023,14:00,Nice,Clermont,1,2,A,15,9,5,3,19,9,6,2,1,2,0,0,Ligue1
23/04/2023,16:05,Montpellier,Rennes,1,0,H,11,16,2,4,11,13,4,4,3,2,1,0,Ligue1
23/04/2023,19:45,Lyon,Marseille,1,2,A,7,14,2,7,11,18,5,3,2,1,0,0,Ligue1
28/04/2023,20:00,Strasbourg,Lyon,1,2,A,11,7,3,4,13,24,5,4,2,4,0,1,Ligue1
29/04/2023,16:00,Lille,Ajaccio,3,0,H,10,2,5,0,10,13,9,0,1,2,0,0,Ligue1
30/04/2023,12:00,Monaco,Montpellier,0,4,A,7,19,4,9,11,12,3,11,2,1,0,0,Ligue1
30/04/2023,14:00,Clermont,Reims,1,0,H,6,13,2,2,8,12,5,6,0,2,1,0,Ligue1
30/04/2023,14:00,Rennes,Angers,4,2,H,13,4,4,2,14,11,7,5,1,2,0,0,Ligue1
30/04/2023,14:00,Troyes,Nice,0,1,A,9,29,6,13,7,10,3,14,0,2,0,0,Ligue1
30/04/2023,16:05,Paris SG,Lorient,1,3,A,13,14,4,7,15,17,2,3,4,3,1,0,Ligue1
30/04/2023,19:45,Marseille,Auxerre,2,1,H,26,11,4,3,7,6,12,1,1,0,0,0,Ligue1
02/05/2023,20:00,Toulouse,Lens,0,1,A,9,11,2,3,5,7,5,0,1,2,0,0,Ligue1
03/05/2023,20:00,Brest,Nantes,2,0,H,8,13,4,5,7,15,2,4,0,1,0,0,Ligue1
06/05/2023,16:00,Nice,Rennes,2,1,H,11,14,4,4,11,11,4,7,0,1,0,0,Ligue1
06/05/2023,18:00,Reims,Lille,1,0,H,14,11,4,5,17,10,4,7,2,3,0,0,Ligue1
06/05/2023,20:00,Lens,Marseille,2,1,H,9,14,3,3,12,16,7,7,5,2,0,0,Ligue1
07/05/2023,12:00,Angers,Monaco,1,2,A,10,14,3,6,13,17,4,3,3,2,0,0,Ligue1
07/05/2023,14:00,Ajaccio,Toulouse,0,0,D,4,15,2,5,10,8,4,7,3,0,0,0,Ligue1
07/05/2023,14:00,Auxerre,Clermont,1,1,D,11,9,4,4,19,13,2,2,1,0,0,0,Ligue1
07/05/2023,14:00,Lorient,Brest,2,1,H,6,15,3,2,13,22,4,6,3,2,1,0,Ligue1
07/05/2023,14:00,Nantes,Strasbourg,0,2,A,13,8,5,6,22,15,11,1,3,1,0,0,Ligue1
07/05/2023,16:05,Lyon,Montpellier,5,4,H,16,12,8,6,12,14,3,5,0,3,0,0,Ligue1
07/05/2023,19:45,Troyes,Paris SG,1,3,A,7,31,3,12,5,5,6,6,1,0,0,0,Ligue1
12/05/2023,20:00,Lens,Reims,2,1,H,8,17,6,3,6,19,0,14,1,3,1,0,Ligue1
13/05/2023,16:00,Strasbourg,Nice,2,0,H,12,9,3,4,14,8,2,3,1,1,0,0,Ligue1
13/05/2023,20:00,Paris SG,Ajaccio,5,0,H,16,7,9,2,7,6,8,3,1,1,1,1,Ligue1
14/05/2023,12:00,Clermont,Lyon,2,1,H,9,15,6,4,17,10,5,2,3,3,0,0,Ligue1
14/05/2023,14:00,Brest,Auxerre,1,0,H,15,10,10,2,8,8,6,0,0,0,0,0,Ligue1
14/05/2023,14:00,Montpellier,Lorient,1,1,D,15,11,4,3,20,15,11,5,2,3,0,0,Ligue1
14/05/2023,14:00,Rennes,Troyes,4,0,H,26,4,9,0,4,9,9,1,0,1,0,0,Ligue1
14/05/2023,14:00,Toulouse,Nantes,0,0,D,14,8,6,1,6,13,10,5,1,1,0,0,Ligue1
14/05/2023,16:05,Monaco,Lille,0,0,D,8,10,1,4,19,13,3,4,0,2,0,0,Ligue1
14/05/2023,19:45,Marseille,Angers,3,1,H,14,4,6,1,17,9,7,0,1,2,0,0,Ligue1
19/05/2023,20:00,Lyon,Monaco,3,1,H,22,16,11,9,8,14,2,8,0,3,0,0,Ligue1
20/05/2023,16:00,Nantes,Montpellier,0,3,A,13,13,3,6,14,8,10,6,4,0,0,0,Ligue1
20/05/2023,20:00,Lille,Marseille,2,1,H,12,8,3,3,14,20,3,4,3,2,0,0,Ligue1
21/05/2023,12:00,Ajaccio,Rennes,0,5,A,2,13,0,7,8,14,2,5,1,2,1,0,Ligue1
21/05/2023,14:00,Brest,Clermont,2,1,H,10,8,3,2,16,11,7,1,3,4,0,0,Ligue1
21/05/2023,14:00,Nice,Toulouse,0,0,D,21,7,7,4,6,15,6,3,2,2,0,0,Ligue1
21/05/2023,14:00,Reims,Angers,2,2,D,11,7,5,3,14,11,7,3,0,2,0,0,Ligue1
21/05/2023,14:00,Troyes,Strasbourg,1,1,D,8,16,3,5,9,17,4,6,1,1,1,1,Ligue1
21/05/2023,16:05,Lorient,Lens,1,3,A,13,15,5,7,14,13,3,5,2,2,0,0,Ligue1
21/05/2023,19:45,Auxerre,Paris SG,1,2,A,14,15,7,4,11,6,4,6,1,0,0,0,Ligue1
27/05/2023,20:00,Angers,Troyes,2,1,H,18,5,5,3,12,7,14,3,1,1,0,0,Ligue1
27/05/2023,20:00,Clermont,Lorient,2,0,H,18,6,7,1,13,12,9,1,0,0,0,0,Ligue1
27/05/2023,20:00,Lens,Ajaccio,3,0,H,12,6,3,0,12,12,9,2,1,2,0,0,Ligue1
27/05/2023,20:00,Lille,Nantes,2,1,H,9,8,2,3,7,12,5,3,2,4,0,0,Ligue1
27/05/2023,20:00,Lyon,Reims,3,0,H,23,10,7,1,11,15,7,4,1,1,0,1,Ligue1
27/05/2023,20:00,Marseille,Brest,1,2,A,10,15,4,5,14,16,3,5,2,2,0,0,Ligue1
27/05/2023,20:00,Montpellier,Nice,2,3,A,14,23,8,15,12,16,2,10,0,3,0,0,Ligue1
27/05/2023,20:00,Rennes,Monaco,2,0,H,12,11,6,3,11,7,7,3,0,3,0,0,Ligue1
27/05/2023,20:00,Strasbourg,Paris SG,1,1,D,17,7,5,2,9,8,4,2,1,2,0,0,Ligue1
27/05/2023,20:00,Toulouse,Auxerre,1,1,D,10,16,3,2,18,14,6,3,1,3,0,0,Ligue1
03/06/2023,20:00,Ajaccio,Marseille,1,0,H,3,17,1,5,19,15,2,3,1,1,0,0,Ligue1
03/06/2023,20:00,Auxerre,Lens,1,3,A,17,15,5,7,10,16,5,5,1,3,0,0,Ligue1
03/06/2023,20:00,Brest,Rennes,1,2,A,14,12,5,3,10,14,3,3,2,4,0,0,Ligue1
03/06/2023,20:00,Lorient,Strasbourg,2,1,H,5,15,3,7,9,15,4,4,1,1,0,0,Ligue1
03/06/2023,20:00,Monaco,Toulouse,1,2,A,19,22,7,8,10,11,4,7,1,2,0,0,Ligue1
03/06/2023,20:00,Nantes,Angers,1,0,H,11,5,7,1,12,13,8,1,1,0,0,0,Ligue1
03/06/2023,20:00,Nice,Lyon,3,1,H,16,16,6,7,8,12,3,2,0,1,0,0,Ligue1
03/06/2023,20:00,Paris SG,Clermont,2,3,A,16,12,6,5,17,11,6,2,2,1,0,0,Ligue1
03/06/2023,20:00,Reims,Montpellier,1,3,A,11,16,5,8,16,9,4,7,1,2,0,0,Ligue1
03/06/2023,20:00,Troyes,Lille,1,1,D,8,18,3,7,9,15,2,8,0,4,0,0,Ligue1
