Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
06/04/2024,14:30,Union Berlin,Leverkusen,0,1,A,8,19,1,8,10,14,7,10,3,2,1,0
06/04/2024,17:30,Dortmund,Stuttgart,0,1,A,14,10,7,2,8,8,8,3,2,4,0,0
07/04/2024,14:30,Hoffenheim,Augsburg,3,1,H,17,14,6,7,8,14,11,6,3,1,0,0
07/04/2024,16:30,Wolfsburg,M'gladbach,1,3,A,13,10,4,6,9,12,4,4,2,2,0,0
12/04/2024,19:30,Augsburg,Union Berlin,2,0,H,12,17,4,4,15,14,5,4,1,1,0,0
13/04/2024,14:30,Bayern Munich,FC Koln,2,0,H,17,11,7,5,3,15,5,5,0,3,0,0
13/04/2024,14:30,Bochum,Heidenheim,1,1,D,24,10,5,3,12,22,6,2,4,1,0,0
13/04/2024,14:30,Mainz,Hoffenheim,4,1,H,23,5,8,1,12,14,9,3,0,2,0,0
13/04/2024,14:30,M'gladbach,Dortmund,1,2,A,16,12,5,4,13,11,2,4,1,4,0,1
13/04/2024,14:30,RB Leipzig,Wolfsburg,3,0,H,15,10,6,3,12,7,6,4,2,4,0,0
13/04/2024,17:30,Stuttgart,Ein Frankfurt,3,0,H,9,10,6,3,4,15,4,5,1,3,0,0
14/04/2024,14:30,Darmstadt,Freiburg,0,1,A,16,9,4,3,6,12,2,2,0,1,0,0
14/04/2024,16:30,Leverkusen,Werder Bremen,5,0,H,19,7,10,3,10,4,7,0,2,1,0,0
19/04/2024,19:30,Ein Frankfurt,Augsburg,3,1,H,12,6,7,1,2,19,6,5,3,3,0,0
20/04/2024,14:30,FC Koln,Darmstadt,0,2,A,18,12,4,6,10,13,4,3,0,1,0,0
20/04/2024,14:30,Heidenheim,RB Leipzig,1,2,A,9,11,5,4,14,7,2,6,3,1,0,0
20/04/2024,14:30,Hoffenheim,M'gladbach,4,3,H,27,13,9,7,6,11,6,5,1,3,0,0
20/04/2024,14:30,Wolfsburg,Bochum,1,0,H,10,9,5,1,11,16,5,8,4,3,0,0
20/04/2024,17:30,Union Berlin,Bayern Munich,1,5,A,15,18,4,9,5,4,5,3,0,0,0,0
21/04/2024,14:30,Werder Bremen,Stuttgart,2,1,H,9,14,2,5,11,10,1,7,3,3,0,0
21/04/2024,16:30,Dortmund,Leverkusen,1,1,D,9,13,2,5,14,11,2,6,4,3,0,0
21/04/2024,18:30,Freiburg,Mainz,1,1,D,7,17,3,4,17,15,2,4,3,4,0,0
26/04/2024,19:30,Bochum,Hoffenheim,3,2,H,35,12,13,4,13,10,10,4,1,1,0,0
27/04/2024,14:30,Augsburg,Werder Bremen,0,3,A,14,16,1,8,18,8,6,4,1,2,0,0
27/04/2024,14:30,Bayern Munich,Ein Frankfurt,2,1,H,19,10,9,3,11,7,4,2,0,3,0,0
27/04/2024,14:30,Freiburg,Wolfsburg,1,2,A,16,13,3,5,12,7,3,6,4,2,1,0
27/04/2024,14:30,RB Leipzig,Dortmund,4,1,H,21,12,7,5,11,7,5,8,1,2,0,0
27/04/2024,17:30,Leverkusen,Stuttgart,2,2,D,14,11,6,4,10,19,5,2,4,3,0,0
28/04/2024,14:30,M'gladbach,Union Berlin,0,0,D,13,14,4,7,3,13,3,4,2,2,0,0
28/04/2024,16:30,Mainz,FC Koln,1,1,D,16,16,4,6,17,13,6,6,4,4,1,0
28/04/2024,18:30,Darmstadt,Heidenheim,0,1,A,12,19,4,6,14,12,3,8,2,1,0,0
03/05/2024,19:30,Hoffenheim,RB Leipzig,1,1,D,18,8,8,5,6,8,4,4,1,3,0,1
04/05/2024,14:30,Dortmund,Augsburg,5,1,H,21,20,10,4,4,11,6,9,0,1,0,0
04/05/2024,14:30,Stuttgart,Bayern Munich,3,1,H,24,10,11,3,10,8,3,1,1,2,0,0
04/05/2024,14:30,Werder Bremen,M'gladbach,2,2,D,17,17,6,7,6,7,7,2,0,0,0,0
04/05/2024,14:30,Wolfsburg,Darmstadt,3,0,H,18,6,6,1,11,13,9,2,0,3,0,0
04/05/2024,17:30,FC Koln,Freiburg,0,0,D,20,4,7,0,10,9,7,1,1,1,0,0
05/05/2024,14:30,Union Berlin,Bochum,3,4,A,12,17,6,5,13,16,6,4,0,1,0,0
05/05/2024,16:30,Ein Frankfurt,Leverkusen,1,5,A,16,10,5,6,10,4,10,5,0,0,0,0
05/05/2024,18:30,Heidenheim,Mainz,1,1,D,16,10,6,4,8,8,6,3,2,3,0,0
10/05/2024,19:30,Augsburg,Stuttgart,0,1,A,9,19,1,7,15,9,5,5,4,2,0,0
11/05/2024,14:30,FC Koln,Union Berlin,3,2,H,18,14,5,6,15,16,6,8,3,2,0,0
11/05/2024,14:30,Freiburg,Heidenheim,1,1,D,19,9,3,3,9,11,2,4,1,1,0,0
11/05/2024,14:30,M'gladbach,Ein Frankfurt,1,1,D,6,16,3,1,9,10,2,8,1,0,0,0
11/05/2024,14:30,RB Leipzig,Werder Bremen,1,1,D,13,10,5,1,12,6,4,3,1,0,0,0
11/05/2024,17:30,Mainz,Dortmund,3,0,H,14,10,6,2,14,11,4,2,2,2,0,0
12/05/2024,14:30,Darmstadt,Hoffenheim,0,6,A,9,12,1,7,9,3,2,3,3,0,0,0
12/05/2024,16:30,Bayern Munich,Wolfsburg,2,0,H,5,5,3,2,7,8,4,0,0,2,0,0
12/05/2024,18:30,Bochum,Leverkusen,0,5,A,2,28,0,10,5,10,2,6,2,1,1,0
18/05/2024,14:30,Dortmund,Darmstadt,4,0,H,21,7,10,1,4,10,7,3,0,3,0,0
18/05/2024,14:30,Ein Frankfurt,RB Leipzig,2,2,D,19,9,6,5,10,11,8,3,2,2,0,0
18/05/2024,14:30,Heidenheim,FC Koln,4,1,H,13,19,7,9,9,20,5,12,1,3,0,0
18/05/2024,14:30,Hoffenheim,Bayern Munich,4,2,H,17,12,9,4,7,9,6,5,3,1,0,0
18/05/2024,14:30,Leverkusen,Augsburg,2,1,H,19,8,8,2,6,7,5,4,0,1,0,0
18/05/2024,14:30,Stuttgart,M'gladbach,4,0,H,21,13,11,5,4,9,8,4,1,2,0,0
18/05/2024,14:30,Union Berlin,Freiburg,2,1,H,14,11,5,5,14,9,3,7,7,4,0,0
18/05/2024,14:30,Werder Bremen,Bochum,4,1,H,25,26,12,8,12,12,8,8,1,1,0,0
18/05/2024,14:30,Wolfsburg,Mainz,1,3,A,12,12,4,6,13,15,1,3,2,3,0,0
