Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
11/09/2022,17:00,Lazio,Verona,2,0,H,15,7,6,1,5,23,3,5,2,5,0,0
11/09/2022,19:45,Juventus,Salernitana,2,2,D,22,11,7,5,13,15,8,2,5,4,2,1
12/09/2022,19:45,Empoli,Roma,1,2,A,20,13,3,7,13,12,7,7,3,1,1,0
16/09/2022,19:45,Salernitana,Lecce,1,2,A,8,13,4,4,9,11,4,5,1,3,0,0
17/09/2022,14:00,Bologna,Empoli,0,1,A,16,12,3,5,11,16,5,8,2,3,0,0
17/09/2022,17:00,Spezia,Sampdoria,2,1,H,6,11,3,8,17,14,3,6,4,5,0,0
17/09/2022,19:45,Torino,Sassuolo,0,1,A,12,10,3,5,13,7,4,3,4,1,0,0
18/09/2022,11:30,Udinese,Inter,3,1,H,20,14,6,3,11,13,7,4,3,4,0,0
18/09/2022,14:00,Cremonese,Lazio,0,4,A,18,14,3,6,12,9,8,5,1,1,0,0
18/09/2022,14:00,Fiorentina,Verona,2,0,H,15,8,9,1,18,17,7,3,4,4,0,0
18/09/2022,14:00,Monza,Juventus,1,0,H,17,10,4,2,16,17,5,3,2,1,0,1
18/09/2022,17:00,Roma,Atalanta,0,1,A,21,4,5,1,9,19,5,1,0,7,0,0
18/09/2022,19:45,Milan,Napoli,1,2,A,22,9,5,4,18,11,9,4,4,3,0,0
01/10/2022,14:00,Napoli,Torino,3,1,H,15,16,7,3,4,17,4,4,0,2,0,0
01/10/2022,17:00,Inter,Roma,1,2,A,15,10,2,3,15,14,5,1,4,3,0,0
01/10/2022,19:45,Empoli,Milan,1,3,A,16,19,4,6,15,10,3,7,4,2,0,0
02/10/2022,11:30,Lazio,Spezia,4,0,H,13,14,6,2,3,14,3,6,0,2,0,0
02/10/2022,14:00,Lecce,Cremonese,1,1,D,6,13,1,4,11,15,1,8,3,1,0,0
02/10/2022,14:00,Sampdoria,Monza,0,3,A,3,13,1,6,16,24,2,4,2,2,0,0
02/10/2022,14:00,Sassuolo,Salernitana,5,0,H,17,6,11,1,10,8,1,2,1,1,0,0
02/10/2022,17:00,Atalanta,Fiorentina,1,0,H,10,16,5,5,12,10,1,5,2,2,0,0
02/10/2022,19:45,Juventus,Bologna,3,0,H,17,9,6,1,11,15,2,4,0,1,0,0
03/10/2022,19:45,Verona,Udinese,1,2,A,7,21,2,8,15,11,4,9,3,3,0,0
08/10/2022,14:00,Sassuolo,Inter,1,2,A,15,16,3,4,14,17,6,5,3,2,0,0
08/10/2022,17:00,Milan,Juventus,2,0,H,21,10,3,3,7,7,9,3,2,3,0,0
08/10/2022,19:45,Bologna,Sampdoria,1,1,D,10,9,3,3,17,21,2,5,2,3,0,0
09/10/2022,11:30,Torino,Empoli,1,1,D,20,6,7,2,15,9,6,1,2,4,0,0
09/10/2022,14:00,Monza,Spezia,2,0,H,7,9,4,1,10,20,3,6,3,2,0,0
09/10/2022,14:00,Salernitana,Verona,2,1,H,14,12,4,2,9,15,1,6,3,3,1,1
09/10/2022,14:00,Udinese,Atalanta,2,2,D,10,9,2,5,11,12,5,3,2,3,0,0
09/10/2022,17:00,Cremonese,Napoli,1,4,A,12,21,1,10,18,6,5,2,2,0,0,0
09/10/2022,19:45,Roma,Lecce,2,1,H,20,6,6,3,12,11,13,4,2,2,0,1
10/10/2022,19:45,Fiorentina,Lazio,0,4,A,24,10,3,6,17,9,9,2,4,1,0,0
15/10/2022,14:00,Empoli,Monza,1,0,H,11,16,5,4,17,14,2,9,5,3,0,1
15/10/2022,17:00,Torino,Juventus,0,1,A,15,14,2,8,11,8,3,6,2,0,0,0
15/10/2022,19:45,Atalanta,Sassuolo,2,1,H,16,11,4,3,10,8,3,3,1,4,0,0
16/10/2022,11:30,Inter,Salernitana,2,0,H,16,8,6,3,12,14,6,4,0,1,0,0
16/10/2022,14:00,Lazio,Udinese,0,0,D,8,12,3,2,8,11,7,3,1,4,0,0
16/10/2022,14:00,Spezia,Cremonese,2,2,D,15,24,6,4,12,11,6,8,2,0,0,0
16/10/2022,17:00,Napoli,Bologna,3,2,H,30,16,11,3,6,10,6,4,0,4,0,0
16/10/2022,19:45,Verona,Milan,1,2,A,19,16,5,6,7,9,9,3,3,2,0,0
17/10/2022,17:30,Sampdoria,Roma,0,1,A,8,7,1,4,20,20,4,3,5,3,0,0
17/10/2022,19:45,Lecce,Fiorentina,1,1,D,6,10,2,5,15,16,2,8,5,5,1,0
21/10/2022,19:45,Juventus,Empoli,4,0,H,21,12,7,4,13,11,6,4,2,2,0,0
22/10/2022,14:00,Salernitana,Spezia,1,0,H,17,14,4,2,9,8,4,7,2,4,0,0
22/10/2022,17:00,Milan,Monza,4,1,H,12,16,7,6,18,9,2,2,1,1,0,0
22/10/2022,19:45,Fiorentina,Inter,3,4,A,10,8,4,7,15,14,1,2,4,3,0,0
23/10/2022,11:30,Udinese,Torino,1,2,A,16,15,4,4,12,15,7,4,3,4,0,0
23/10/2022,14:00,Bologna,Lecce,2,0,H,12,9,3,3,11,14,9,4,5,2,0,0
23/10/2022,17:00,Atalanta,Lazio,0,2,A,7,12,0,5,15,9,5,8,4,2,1,0
23/10/2022,19:45,Roma,Napoli,0,1,A,6,12,0,5,14,12,3,4,3,4,0,0
24/10/2022,17:30,Cremonese,Sampdoria,0,1,A,21,8,4,4,16,15,5,1,3,4,0,0
24/10/2022,19:45,Sassuolo,Verona,2,1,H,14,13,3,5,7,19,4,5,1,3,0,0
29/10/2022,14:00,Napoli,Sassuolo,4,0,H,18,10,6,6,5,6,11,5,0,3,0,1
29/10/2022,17:00,Lecce,Juventus,0,1,A,5,13,0,5,16,13,7,7,3,5,0,0
29/10/2022,19:45,Inter,Sampdoria,3,0,H,17,9,8,2,5,13,3,3,1,6,0,0
30/10/2022,11:30,Empoli,Atalanta,0,2,A,13,20,3,6,10,13,7,2,2,1,0,0
30/10/2022,14:00,Cremonese,Udinese,0,0,D,13,13,2,3,8,9,7,4,1,0,0,0
30/10/2022,14:00,Spezia,Fiorentina,1,2,A,10,27,6,5,19,14,5,5,5,3,1,0
30/10/2022,17:00,Lazio,Salernitana,1,3,A,13,10,4,6,10,7,4,5,3,3,0,0
30/10/2022,19:45,Torino,Milan,2,1,H,7,12,4,1,11,16,6,1,5,2,0,0
31/10/2022,17:30,Verona,Roma,1,3,A,7,14,3,6,9,9,2,4,3,1,1,0
31/10/2022,19:45,Monza,Bologna,1,2,A,9,10,3,5,13,18,4,5,4,2,0,0
04/11/2022,19:45,Udinese,Lecce,1,1,D,16,9,5,1,12,18,3,2,2,3,0,0
05/11/2022,14:00,Empoli,Sassuolo,1,0,H,17,10,1,3,11,11,3,6,2,0,0,0
05/11/2022,14:00,Salernitana,Cremonese,2,2,D,11,11,2,5,14,10,2,2,2,2,0,0
05/11/2022,17:00,Atalanta,Napoli,1,2,A,17,7,4,5,10,9,5,2,5,1,0,0
05/11/2022,19:45,Milan,Spezia,2,1,H,23,13,11,5,12,13,3,6,6,4,1,0
06/11/2022,11:30,Bologna,Torino,2,1,H,9,7,5,2,14,17,3,1,3,3,0,0
06/11/2022,14:00,Monza,Verona,2,0,H,14,7,3,2,10,10,5,2,3,1,0,1
06/11/2022,14:00,Sampdoria,Fiorentina,0,2,A,14,5,2,4,10,18,4,4,1,0,0,0
06/11/2022,17:00,Roma,Lazio,0,1,A,8,5,2,3,18,14,4,2,2,3,0,0
06/11/2022,19:45,Juventus,Inter,2,0,H,8,14,3,4,16,13,2,8,2,2,0,0
08/11/2022,17:30,Napoli,Empoli,2,0,H,18,6,4,1,12,16,5,0,1,6,0,1
08/11/2022,17:30,Spezia,Udinese,1,1,D,21,10,6,2,12,12,9,0,3,3,0,0
08/11/2022,19:45,Cremonese,Milan,0,0,D,6,16,1,5,16,10,2,4,4,3,0,0
09/11/2022,17:30,Lecce,Atalanta,2,1,H,15,12,3,4,11,12,4,3,1,2,0,0
09/11/2022,17:30,Sassuolo,Roma,1,1,D,14,10,6,4,11,11,3,2,5,3,0,0
09/11/2022,19:45,Fiorentina,Salernitana,2,1,H,18,4,7,1,10,11,4,3,0,1,0,0
09/11/2022,19:45,Inter,Bologna,6,1,H,13,10,7,4,10,11,4,4,1,5,0,0
09/11/2022,19:45,Torino,Sampdoria,2,0,H,8,11,5,1,14,21,4,3,1,3,0,0
10/11/2022,17:30,Verona,Juventus,0,1,A,15,11,2,3,14,13,5,4,3,2,0,1
10/11/2022,19:45,Lazio,Monza,1,0,H,12,8,4,0,15,14,4,3,2,1,0,0
11/11/2022,19:45,Empoli,Cremonese,2,0,H,13,19,6,5,9,14,4,9,1,2,0,0
12/11/2022,14:00,Napoli,Udinese,3,2,H,15,10,5,4,12,13,5,3,2,3,0,0
12/11/2022,17:00,Sampdoria,Lecce,0,2,A,11,11,2,3,14,19,9,0,2,3,0,0
12/11/2022,19:45,Bologna,Sassuolo,3,0,H,8,9,4,3,12,6,4,6,1,0,0,0
13/11/2022,11:30,Atalanta,Inter,2,3,A,19,14,7,3,10,11,5,4,0,3,0,0
13/11/2022,14:00,Monza,Salernitana,3,0,H,19,5,7,0,9,11,6,1,0,2,0,1
13/11/2022,14:00,Roma,Torino,1,1,D,13,10,4,2,13,10,7,0,3,2,0,0
13/11/2022,14:00,Verona,Spezia,1,2,A,18,16,5,9,13,21,2,10,2,4,0,0
13/11/2022,17:00,Milan,Fiorentina,2,1,H,12,11,3,5,13,11,5,7,1,4,0,0
13/11/2022,19:45,Juventus,Lazio,3,0,H,13,10,9,3,10,8,2,6,2,1,0,0
04/01/2023,11:30,Salernitana,Milan,1,2,A,8,16,1,10,21,13,6,2,4,1,0,0
04/01/2023,11:30,Sassuolo,Sampdoria,1,2,A,16,9,4,4,16,19,9,1,2,3,0,0
04/01/2023,13:30,Spezia,Atalanta,2,2,D,7,19,3,3,11,11,3,8,3,3,0,0
04/01/2023,13:30,Torino,Verona,1,1,D,9,10,3,2,7,17,6,3,1,1,0,0
04/01/2023,15:30,Lecce,Lazio,2,1,H,11,8,4,2,16,13,4,3,3,2,0,0
04/01/2023,15:30,Roma,Bologna,1,0,H,14,10,4,2,10,10,3,3,2,3,0,0
04/01/2023,17:30,Cremonese,Juventus,0,1,A,13,19,3,8,12,12,3,8,5,3,0,0
04/01/2023,17:30,Fiorentina,Monza,1,1,D,22,10,6,3,11,13,9,1,1,3,0,0
04/01/2023,19:45,Inter,Napoli,1,0,H,6,9,1,2,12,7,5,4,3,2,0,0
04/01/2023,19:45,Udinese,Empoli,1,1,D,21,6,3,1,15,14,8,1,2,3,0,1
07/01/2023,14:00,Fiorentina,Sassuolo,2,1,H,14,17,5,4,14,9,6,3,4,3,0,0
07/01/2023,17:00,Juventus,Udinese,1,0,H,14,11,4,3,16,13,6,4,1,2,0,0
07/01/2023,19:45,Monza,Inter,2,2,D,13,11,4,3,14,20,3,5,0,3,0,0
08/01/2023,11:30,Salernitana,Torino,1,1,D,11,23,4,8,10,15,6,7,2,3,0,0
08/01/2023,14:00,Lazio,Empoli,2,2,D,18,5,4,2,17,10,10,3,4,1,0,0
08/01/2023,14:00,Spezia,Lecce,0,0,D,10,15,2,4,14,15,5,7,0,1,0,0
08/01/2023,17:00,Sampdoria,Napoli,0,2,A,9,24,2,8,15,12,2,5,3,2,1,0
08/01/2023,19:45,Milan,Roma,2,2,D,12,12,5,3,19,13,3,4,4,7,0,0
09/01/2023,17:30,Verona,Cremonese,2,0,H,9,15,4,5,16,11,3,5,3,4,0,0
09/01/2023,19:45,Bologna,Atalanta,1,2,A,12,7,3,3,16,15,4,0,3,2,0,0
13/01/2023,19:45,Napoli,Juventus,5,1,H,14,11,10,2,10,9,2,5,0,1,0,0
14/01/2023,14:00,Cremonese,Monza,2,3,A,11,8,7,3,12,12,4,2,2,4,0,0
14/01/2023,17:00,Lecce,Milan,2,2,D,17,12,3,5,11,12,8,4,1,2,0,0
14/01/2023,19:45,Inter,Verona,1,0,H,11,6,3,1,11,13,3,4,0,3,0,0
15/01/2023,11:30,Sassuolo,Lazio,0,2,A,12,12,2,3,17,10,7,3,5,3,0,0
15/01/2023,14:00,Torino,Spezia,0,1,A,11,13,4,5,13,12,7,2,3,3,0,0
15/01/2023,14:00,Udinese,Bologna,1,2,A,20,15,4,2,10,17,6,4,1,3,0,0
15/01/2023,17:00,Atalanta,Salernitana,8,2,H,19,7,13,2,10,12,5,2,1,0,0,0
15/01/2023,19:45,Roma,Fiorentina,2,0,H,10,7,4,3,15,12,5,9,3,4,0,1
16/01/2023,19:45,Empoli,Sampdoria,1,0,H,16,16,5,7,15,16,3,3,5,6,0,0
21/01/2023,14:00,Verona,Lecce,2,0,H,11,9,4,3,15,12,5,4,3,0,0,0
21/01/2023,17:00,Salernitana,Napoli,0,2,A,5,9,2,4,14,15,3,4,2,2,0,0
21/01/2023,19:45,Fiorentina,Torino,0,1,A,19,9,5,3,9,23,5,3,2,2,0,0
22/01/2023,11:30,Sampdoria,Udinese,0,1,A,9,14,1,5,15,17,6,6,3,1,0,0
22/01/2023,14:00,Monza,Sassuolo,1,1,D,14,13,3,1,17,18,10,4,2,2,0,0
22/01/2023,17:00,Spezia,Roma,0,2,A,8,13,0,3,17,11,4,0,3,1,0,0
22/01/2023,19:45,Juventus,Atalanta,3,3,D,15,14,8,4,9,6,6,4,1,2,0,0
23/01/2023,17:30,Bologna,Cremonese,1,1,D,21,9,8,2,11,13,4,1,2,5,0,0
23/01/2023,19:45,Inter,Empoli,0,1,A,16,13,1,8,13,16,2,3,4,3,1,0
24/01/2023,19:45,Lazio,Milan,4,0,H,10,10,5,3,14,11,3,4,1,2,0,0
27/01/2023,17:30,Bologna,Spezia,2,0,H,18,6,6,4,8,16,5,5,2,2,0,0
27/01/2023,19:45,Lecce,Salernitana,1,2,A,15,10,5,6,14,11,4,4,2,4,0,0
28/01/2023,14:00,Empoli,Torino,2,2,D,11,16,4,4,12,9,5,5,2,0,0,0
28/01/2023,17:00,Cremonese,Inter,1,2,A,12,30,4,10,7,12,2,14,0,2,0,0
28/01/2023,19:45,Atalanta,Sampdoria,2,0,H,21,15,5,5,17,11,7,4,0,2,0,0
29/01/2023,11:30,Milan,Sassuolo,2,5,A,10,9,5,7,13,8,2,3,7,4,0,0
29/01/2023,14:00,Juventus,Monza,0,2,A,22,3,8,3,12,10,12,1,0,2,0,0
29/01/2023,17:00,Lazio,Fiorentina,1,1,D,13,17,1,6,12,17,3,4,2,3,0,0
29/01/2023,19:45,Napoli,Roma,2,1,H,11,11,6,3,8,14,3,8,1,2,0,0
30/01/2023,19:45,Udinese,Verona,1,1,D,26,10,8,2,9,11,14,6,1,3,0,0
04/02/2023,14:00,Cremonese,Lecce,0,2,A,12,9,3,4,12,15,4,8,1,2,0,0
04/02/2023,17:00,Roma,Empoli,2,0,H,12,11,6,2,10,18,7,7,2,1,0,0
04/02/2023,19:45,Sassuolo,Atalanta,1,0,H,18,7,8,2,12,13,2,7,5,1,0,2
05/02/2023,11:30,Spezia,Napoli,0,3,A,9,12,3,5,19,18,3,6,3,2,0,0
05/02/2023,14:00,Torino,Udinese,1,0,H,11,11,3,3,13,8,6,5,1,1,0,0
05/02/2023,17:00,Fiorentina,Bologna,1,2,A,18,11,6,7,10,25,5,3,2,4,0,0
05/02/2023,19:45,Inter,Milan,1,0,H,15,4,4,0,13,14,8,0,2,5,0,0
06/02/2023,17:30,Verona,Lazio,1,1,D,15,9,4,2,16,12,6,5,4,1,0,0
06/02/2023,19:45,Monza,Sampdoria,2,2,D,17,11,5,6,12,12,9,3,2,4,0,0
07/02/2023,19:45,Salernitana,Juventus,0,3,A,10,17,1,5,9,12,6,3,1,1,0,0
10/02/2023,19:45,Milan,Torino,1,0,H,9,12,4,2,10,20,3,8,1,4,0,0
11/02/2023,14:00,Empoli,Spezia,2,2,D,25,9,8,3,10,13,7,3,1,5,1,1
11/02/2023,17:00,Lecce,Roma,1,1,D,8,12,3,5,24,8,3,7,4,1,0,0
11/02/2023,19:45,Lazio,Atalanta,0,2,A,13,23,5,10,12,14,5,7,1,2,0,0
12/02/2023,11:30,Udinese,Sassuolo,2,2,D,17,6,8,1,12,8,10,7,2,2,0,0
12/02/2023,14:00,Bologna,Monza,0,1,A,12,5,3,4,15,18,3,2,1,4,0,0
12/02/2023,17:00,Juventus,Fiorentina,1,0,H,7,11,3,2,11,17,5,6,5,2,0,0
12/02/2023,19:45,Napoli,Cremonese,3,0,H,15,6,10,1,7,7,9,7,0,2,0,0
13/02/2023,17:30,Verona,Salernitana,1,0,H,14,8,4,3,14,21,5,1,2,3,0,0
13/02/2023,19:45,Sampdoria,Inter,0,0,D,7,25,2,5,13,11,3,7,3,1,0,0
17/02/2023,19:45,Sassuolo,Napoli,0,2,A,11,15,2,4,12,10,1,3,2,2,0,0
18/02/2023,14:00,Sampdoria,Bologna,1,2,A,9,12,4,5,13,13,1,8,3,1,0,0
18/02/2023,17:00,Monza,Milan,0,1,A,11,14,5,8,10,18,10,3,4,2,0,0
18/02/2023,19:45,Inter,Udinese,3,1,H,19,9,7,1,15,14,3,8,2,2,0,0
19/02/2023,11:30,Atalanta,Lecce,1,2,A,20,4,10,2,10,12,6,1,3,3,0,0
19/02/2023,14:00,Fiorentina,Empoli,1,1,D,27,5,4,3,8,15,13,1,1,5,0,0
19/02/2023,14:00,Salernitana,Lazio,0,2,A,9,21,2,7,10,7,2,9,5,1,1,0
19/02/2023,17:00,Spezia,Juventus,0,2,A,18,15,7,3,8,9,7,4,2,2,0,0
19/02/2023,19:45,Roma,Verona,1,0,H,9,7,5,1,15,19,5,1,1,2,0,0
20/02/2023,19:45,Torino,Cremonese,2,2,D,16,11,6,2,9,12,5,1,3,1,0,0
25/02/2023,17:00,Empoli,Napoli,0,2,A,9,19,2,6,10,9,4,13,2,1,0,1
25/02/2023,19:45,Lecce,Sassuolo,0,1,A,16,7,0,3,17,7,4,7,2,2,0,0
26/02/2023,11:30,Bologna,Inter,1,0,H,14,13,5,4,7,14,1,6,1,2,0,0
26/02/2023,14:00,Salernitana,Monza,3,0,H,12,14,5,3,12,16,1,3,2,4,0,1
26/02/2023,17:00,Udinese,Spezia,2,2,D,15,9,6,2,11,16,5,2,2,2,0,0
26/02/2023,19:45,Milan,Atalanta,2,0,H,13,3,3,0,11,11,4,3,3,2,0,0
27/02/2023,17:30,Verona,Fiorentina,0,3,A,12,16,3,7,15,11,4,2,3,3,0,0
27/02/2023,19:45,Lazio,Sampdoria,1,0,H,15,8,4,2,10,13,8,3,2,2,0,0
28/02/2023,17:30,Cremonese,Roma,2,1,H,6,10,2,3,17,11,3,3,3,2,0,0
28/02/2023,19:45,Juventus,Torino,4,2,H,13,8,6,3,5,13,3,7,0,2,0,0
03/03/2023,19:45,Napoli,Lazio,0,1,A,14,5,2,2,13,8,8,3,2,2,0,0
04/03/2023,14:00,Monza,Empoli,2,1,H,10,18,3,3,10,12,1,8,2,3,0,0
04/03/2023,17:00,Atalanta,Udinese,0,0,D,17,5,5,1,12,12,12,3,2,3,0,0
04/03/2023,19:45,Fiorentina,Milan,2,1,H,16,8,8,6,12,17,11,5,3,3,0,0
05/03/2023,11:30,Spezia,Verona,0,0,D,20,11,4,3,6,7,9,5,2,1,1,0
05/03/2023,14:00,Sampdoria,Salernitana,0,0,D,9,10,3,4,18,13,2,6,3,4,0,0
05/03/2023,17:00,Inter,Lecce,2,0,H,14,11,4,1,10,11,6,4,0,0,0,0
05/03/2023,19:45,Roma,Juventus,1,0,H,6,14,2,5,11,10,2,6,3,2,0,1
06/03/2023,17:30,Sassuolo,Cremonese,3,2,H,13,13,7,6,11,9,4,3,1,4,0,0
06/03/2023,19:45,Torino,Bologna,1,0,H,12,11,5,1,9,10,3,3,2,2,0,0
10/03/2023,19:45,Spezia,Inter,2,1,H,4,28,2,7,11,9,1,13,3,0,0,0
11/03/2023,14:00,Empoli,Udinese,0,1,A,17,14,3,4,12,13,11,5,2,4,0,0
11/03/2023,17:00,Napoli,Atalanta,2,0,H,18,6,6,3,12,11,10,4,1,2,0,0
11/03/2023,19:45,Bologna,Lazio,0,0,D,16,5,2,2,11,8,5,2,2,3,0,0
12/03/2023,11:30,Lecce,Torino,0,2,A,13,4,1,2,16,17,9,1,3,3,0,0
12/03/2023,14:00,Cremonese,Fiorentina,0,2,A,16,10,5,3,10,17,1,6,1,2,0,0
12/03/2023,14:00,Verona,Monza,1,1,D,8,9,3,3,17,12,7,2,2,0,0,0
12/03/2023,17:00,Roma,Sassuolo,3,4,A,17,19,7,10,11,18,7,2,4,2,1,0
12/03/2023,19:45,Juventus,Sampdoria,4,2,H,24,9,8,3,10,10,11,3,1,1,0,0
13/03/2023,19:45,Milan,Salernitana,1,1,D,24,6,4,3,15,13,6,4,2,3,0,0
17/03/2023,17:30,Sassuolo,Spezia,1,0,H,15,11,6,1,10,13,3,3,0,2,0,0
17/03/2023,19:45,Atalanta,Empoli,2,1,H,27,5,6,2,11,10,13,2,3,2,0,0
18/03/2023,14:00,Monza,Cremonese,1,1,D,15,8,7,2,12,12,8,4,3,5,0,0
18/03/2023,17:00,Salernitana,Bologna,2,2,D,14,10,4,2,8,16,5,4,0,1,0,0
18/03/2023,19:45,Udinese,Milan,3,1,H,14,10,5,6,16,9,5,6,4,2,0,0
19/03/2023,11:30,Sampdoria,Verona,3,1,H,11,16,4,6,10,11,5,8,3,2,0,0
19/03/2023,14:00,Fiorentina,Lecce,1,0,H,18,8,3,2,14,21,1,3,1,3,0,0
19/03/2023,14:00,Torino,Napoli,0,4,A,12,12,2,6,14,14,5,4,1,1,0,0
19/03/2023,17:00,Lazio,Roma,1,0,H,12,8,5,3,18,13,5,2,4,4,1,2
19/03/2023,19:45,Inter,Juventus,0,1,A,18,7,3,3,6,18,6,4,3,4,1,1
